REGION,COUNCIL,WARD,SCHOOL NAME,ENROLMENT,ALL TEACHERS,PTR
MARA,Butiama,Butiama,MAKORE,1039,20,52
MARA,Butiama,Butiama,RWAMKOMA,1204,21,57
MARA,Butiama,Buhemba,BIATIKA,722,9,80
MARA,Butiama,Buhemba,BUHEMBA,567,12,47
MARA,Butiama,Buhemba,KINYARIRI,463,7,66
MARA,Butiama,Buhemba,KYAMUKO,400,9,44
MARA,Butiama,Buhemba,MATONGO,496,9,55
MARA,Butiama,Nyankanga,MKIRINGO,577,18,32
MARA,Butiama,Nyankanga,NYABANGE,1024,29,35
MARA,Butiama,Nyankanga,NYANKANGA,1209,27,45
MARA,Butiama,Muriaza,BUKINGA,270,6,45
MARA,Butiama,Muriaza,BUMANGI,756,10,76
MARA,Butiama,Muriaza,KIZARU,471,6,79
MARA,Butiama,Muriaza,KYASAMITI,513,10,51
MARA,Butiama,Muriaza,MURIAZA,725,14,52
MARA,Butiama,Muriaza,MWIKOKO,439,7,63
MARA,Butiama,Kyanyari,KIHUZU,646,12,54
MARA,Butiama,Kyanyari,MUGANZA,668,10,67
MARA,Butiama,Kyanyari,MWIBAGI,1282,23,56
MARA,Butiama,Kyanyari,NYAKISWA,814,11,74
MARA,Butiama,Kyanyari,NYAMIKOMA A,503,13,39
MARA,Butiama,Kyanyari,NYAMIKOMA B,533,12,44
MARA,Butiama,Kyanyari,TERITA,1215,19,64
MARA,Butiama,Masaba,BISARYE,925,15,62
MARA,Butiama,Masaba,KWIGUTU,877,9,97
MARA,Butiama,Masaba,MKONO,522,8,65
MARA,Butiama,Masaba,NYABUBUMARI,745,6,124
MARA,Butiama,Masaba,NYASIRORI,1159,9,129
MARA,Butiama,Butuguri,BUSIRIME,589,9,65
MARA,Butiama,Butuguri,KIBUBWA,682,11,62
MARA,Butiama,Butuguri,KISAMWENE,924,12,77
MARA,Butiama,Bukabwa,KIRUMI,882,10,88
MARA,Butiama,Bukabwa,KYESWA,332,8,42
MARA,Butiama,Bukabwa,MAGANA,762,10,76
MARA,Butiama,Bukabwa,MMZAMI,1247,28,45
MARA,Butiama,Kukirango,KIABAKARI A,891,19,47
MARA,Butiama,Kukirango,KIABAKARI B,627,14,45
MARA,Butiama,Kukirango,MADARAKA,907,29,31
MARA,Butiama,Kukirango,MWANZABURIGA,683,11,62
MARA,Butiama,Kukirango,NYAMISISI,1531,24,64
MARA,Butiama,Kukirango,SINGU,474,13,36
MARA,Butiama,Kamugegi,KAMUGEGI,604,11,55
MARA,Butiama,Kamugegi,KYAWAZARU,595,9,66
MARA,Butiama,Kamugegi,MAGEREZA,434,12,36
MARA,Butiama,Kamugegi,NYAMAGANA,1043,16,65
MARA,Butiama,Buruma,BURUMA,817,11,74
MARA,Butiama,Buruma,BUZAHYA,641,11,58
MARA,Butiama,Buruma,IBISO,436,11,40
MARA,Butiama,Buruma,ISABA,903,14,65
MARA,Butiama,Buruma,KURUGESE,489,9,54
MARA,Butiama,Buruma,RYAMUGABO,544,8,68
MARA,Butiama,Buruma,TONYO,468,11,43
MARA,Butiama,Mirwa,KAMIMANGE,999,12,83
MARA,Butiama,Mirwa,MAGUNGA,926,10,93
MARA,Butiama,Mirwa,MIRWA,692,11,63
MARA,Butiama,Mirwa,TARANI,875,10,88
MARA,Butiama,Busegwe,BUSEGWE,520,11,47
MARA,Butiama,Busegwe,KIGORI,640,9,71
MARA,Butiama,Busegwe,NYANZA,478,8,60
MARA,Butiama,Busegwe,ZANAKI,390,10,39
MARA,Butiama,Bisumwa,BISUMWA,1007,44,23
MARA,Butiama,Bisumwa,KYAMAJOJE,495,8,62
MARA,Butiama,Bisumwa,NYABEKWABI,861,16,54
MARA,Butiama,Bisumwa,NYARUKORU,440,9,49
MARA,Butiama,Nyamimange,KIAGATA,418,9,46
MARA,Butiama,Nyamimange,KWISARO,480,9,53
MARA,Butiama,Nyamimange,NYAMIHURU,550,9,61
MARA,Butiama,Bwiregi,BWIREGI,500,8,63
MARA,Butiama,Bwiregi,KAMGENDI,697,10,70
MARA,Butiama,Bwiregi,MASURURA,595,12,50
MARA,Butiama,Bwiregi,NGEREKWE,702,11,64
MARA,Butiama,Bwiregi,RYAMISANGA,729,9,81
MARA,Butiama,Buswahili,BARANGA,624,10,62
MARA,Butiama,Buswahili,BUSWAHILI,833,10,83
MARA,Butiama,Buswahili,KONGOTO,520,7,74
MARA,Butiama,Buswahili,KWISANGURA,363,7,52
MARA,Butiama,Buswahili,NYAGINO,795,9,88
MARA,Butiama,Buswahili,WEGERO,737,8,92
MARA,Butiama,Sirorisimba,KITARAMANKA,670,8,84
MARA,Butiama,Sirorisimba,NYAMBILI,331,6,55
MARA,Butiama,Sirorisimba,RWASERETA,475,9,53
MARA,Butiama,Sirorisimba,SIRORISIMBA,1067,13,82
MARA,Musoma,Mugango,KARUBUGU,723,10,72
MARA,Musoma,Mugango,KWIBARA,416,14,30
MARA,Musoma,Mugango,KWIBARA B,374,13,29
MARA,Musoma,Mugango,MUGANE,690,14,49
MARA,Musoma,Mugango,MUGANGO,517,12,43
MARA,Musoma,Nyamrandirira,CHUMWI,409,9,45
MARA,Musoma,Nyamrandirira,CHUMWI B,414,12,35
MARA,Musoma,Nyamrandirira,KASOMA,446,8,56
MARA,Musoma,Nyamrandirira,KASOMA B,497,8,62
MARA,Musoma,Nyamrandirira,MIKUYU,497,9,55
MARA,Musoma,Nyamrandirira,NYAMRANDIRIRA,399,8,50
MARA,Musoma,Nyamrandirira,SEKA,447,7,64
MARA,Musoma,Nyamrandirira,SEKA B,389,15,26
MARA,Musoma,Nyamrandirira,RWANGA,82,1,82
MARA,Musoma,Nyambono,KAMATONDO,558,10,56
MARA,Musoma,Nyambono,NYAMBONO,708,13,54
MARA,Musoma,Nyambono,NYAMBONO B,572,11,52
MARA,Musoma,Nyambono,NYETASYO,612,13,47
MARA,Musoma,Bugoji,BUGOJI,582,10,58
MARA,Musoma,Bugoji,KABURABURA,377,8,47
MARA,Musoma,Bugoji,KABURABURA B,382,11,35
MARA,Musoma,Bugoji,KANDEREMA,481,12,40
MARA,Musoma,Bugoji,KANDEREMA B,700,9,78
MARA,Musoma,Bwasi,BULINGA,347,6,58
MARA,Musoma,Bwasi,BULINGA B,434,6,72
MARA,Musoma,Bwasi,BWASI,427,7,61
MARA,Musoma,Bwasi,BWASI B,403,9,45
MARA,Musoma,Bwasi,KOME,490,5,98
MARA,Musoma,Bwasi,KOME B,464,6,77
MARA,Musoma,Suguti,CHIRORWE,509,10,51
MARA,Musoma,Suguti,KUSENYI,288,12,24
MARA,Musoma,Suguti,KUSENYI B,304,11,28
MARA,Musoma,Suguti,MURUGEE,366,8,46
MARA,Musoma,Suguti,SOKOINE,484,11,44
MARA,Musoma,Suguti,SUGUTI,510,11,46
MARA,Musoma,Suguti,SUGUTI B,441,11,40
MARA,Musoma,Suguti,WANYERE,389,9,43
MARA,Musoma,Suguti,WANYERE B,458,7,65
MARA,Musoma,Bukumi,BUIRA,554,8,69
MARA,Musoma,Bukumi,BUKUMI,526,13,40
MARA,Musoma,Bukumi,BURAGA,454,11,41
MARA,Musoma,Bukumi,BURUNGU,536,11,49
MARA,Musoma,Bukumi,BUSSEKERA,677,12,56
MARA,Musoma,Makojo,CHIMATI,343,8,43
MARA,Musoma,Makojo,CHIMATI B,371,6,62
MARA,Musoma,Makojo,CHITARE,454,9,50
MARA,Musoma,Makojo,CHITARE B,447,11,41
MARA,Musoma,Makojo,MAKOJO,598,11,54
MARA,Musoma,Tegeruka,KATARYO,504,13,39
MARA,Musoma,Tegeruka,KATARYO B,433,7,62
MARA,Musoma,Tegeruka,NYAMINYA,343,11,31
MARA,Musoma,Tegeruka,NYAMINYA B,292,8,37
MARA,Musoma,Tegeruka,TEGERUKA,292,13,22
MARA,Musoma,Tegeruka,TEGERUKA B,292,11,27
MARA,Musoma,Bugwema,BUGWEMA,876,9,97
MARA,Musoma,Bugwema,JITIRORA,460,10,46
MARA,Musoma,Bugwema,KINYAN'ERERE,762,10,76
MARA,Musoma,Bugwema,MASINONO,676,13,52
MARA,Musoma,Bugwema,MUHOJI,668,10,67
MARA,Musoma,Kiriba,BUSUMI,485,11,44
MARA,Musoma,Kiriba,BUSUMI B,482,10,48
MARA,Musoma,Kiriba,BWAI,607,10,61
MARA,Musoma,Kiriba,BWAI B,600,8,75
MARA,Musoma,Kiriba,CHANYAURU,364,9,40
MARA,Musoma,Kiriba,CHANYAURU B,311,9,35
MARA,Musoma,Kiriba,KIRIBA,529,10,53
MARA,Musoma,Kiriba,KIRIBA B,477,8,60
MARA,Musoma,Kiriba,NYAMIYENGA,59,1,59
MARA,Musoma,Murangi,KANYEGA,650,12,54
MARA,Musoma,Murangi,LYASEMBE,619,13,48
MARA,Musoma,Murangi,MURANGI,643,9,71
MARA,Musoma,Murangi,MURANGI B,481,10,48
MARA,Musoma,Musanja,MABUIMERAFURU,419,9,47
MARA,Musoma,Musanja,MABUIMERAFURU B,459,10,46
MARA,Musoma,Musanja,MUSANJA,746,10,75
MARA,Musoma,Musanja,NYABAENGERE,689,8,86
MARA,Musoma,Bukima,BUTATA,398,13,31
MARA,Musoma,Bukima,BUTATA B,388,10,39
MARA,Musoma,Bukima,MAJITA,580,12,48
MARA,Musoma,Bukima,MAJITA B,688,13,53
MARA,Musoma,Bukima,MKAPA,831,10,83
MARA,Musoma,Rusoli,BWENDA,406,8,51
MARA,Musoma,Rusoli,BWENDA B,387,10,39
MARA,Musoma,Rusoli,KWIKEREGE,437,12,36
MARA,Musoma,Rusoli,RUSOLI,442,8,55
MARA,Musoma,Rusoli,RUSOLI B,541,8,68
MARA,Musoma,Busambara,KWIKUBA,608,11,55
MARA,Musoma,Busambara,MANEKE,543,12,45
MARA,Musoma,Busambara,MWIRINGO,663,11,60
MARA,Musoma,Busambara,NYAMWIRU,750,11,68
MARA,Musoma,Bulinga,BUSUNGU,539,10,54
MARA,Musoma,Bulinga,KURUGONGO,653,8,82
MARA,Musoma,Bulinga,KURUGONGO B,603,8,75
MARA,Musoma,Ifulifu,MURUNYIGO,808,10,81
MARA,Musoma,Ifulifu,NYASAUNGU,614,10,61
MARA,Musoma,Ifulifu,NYASURURA,564,14,40
MARA,Musoma,Etaro,BUSAMBA,786,13,60
MARA,Musoma,Etaro,ETARO,1021,11,93
MARA,Musoma,Etaro,MMAHARE,543,17,32
MARA,Musoma,Etaro,RUKUBA,295,9,33
MARA,Musoma,Nyegina,KURUKEREGE,405,11,37
MARA,Musoma,Nyegina,MKIRIRA,342,16,21
MARA,Musoma,Nyegina,MKIRIRA B,325,11,30
MARA,Musoma,Nyegina,NYEGINA,593,10,59
MARA,Musoma,Nyegina,NYEGINA B,610,11,55
MARA,Musoma,Nyegina,BUKWAYA,120,1,120
MARA,Musoma,Nyakatende,KAMBARAGE,523,7,75
MARA,Musoma,Nyakatende,KAMUGURUKI,394,7,56
MARA,Musoma,Nyakatende,KIGERA,545,9,61
MARA,Musoma,Nyakatende,KIGERA B,500,9,56
MARA,Musoma,Nyakatende,NYAKATENDE,404,20,20
MARA,Serengeti,Ikoma,FORT IKOMA,83,12,7
MARA,Serengeti,Ikoma,PARK NYIGOTI,482,11,44
MARA,Serengeti,Ikoma,ROBANDA,543,9,60
MARA,Serengeti,Ikoma,SERONERA,38,7,5
MARA,Serengeti,Natta,KEWAMBOGO,803,8,100
MARA,Serengeti,Natta,KONO,421,8,53
MARA,Serengeti,Natta,MAKUNDUSI,339,11,31
MARA,Serengeti,Natta,MLIMANI,288,11,26
MARA,Serengeti,Natta,MOTUKERI,649,10,65
MARA,Serengeti,Natta,NATTABIGO,621,17,37
MARA,Serengeti,Natta,NYAKITONO,587,15,39
MARA,Serengeti,Kyambahi,MAGHAKA,266,3,89
MARA,Serengeti,Kyambahi,NYANUNGU,370,7,53
MARA,Serengeti,Kyambahi,NYICHOKA,538,10,54
MARA,Serengeti,Issenye,NYAMISINGISI,637,16,40
MARA,Serengeti,Issenye,NYIBEREKERA,905,19,48
MARA,Serengeti,Nagusi,IHARARA,687,9,76
MARA,Serengeti,Nagusi,SINGISI,432,8,54
MARA,Serengeti,Rigicha,KITEMBERE,644,8,81
MARA,Serengeti,Rigicha,NYANKOMOGO,584,10,58
MARA,Serengeti,Rigicha,RIGICHA,498,7,71
MARA,Serengeti,Rigicha,WAGETE,617,6,103
MARA,Serengeti,Rung’abure,GEITASAMO,825,15,55
MARA,Serengeti,Rung’abure,GESARYA,910,16,57
MARA,Serengeti,Rung’abure,RUNGABURE,616,11,56
MARA,Serengeti,Kebanchebanche,AMANI,531,11,48
MARA,Serengeti,Kebanchebanche,KEBANCHA,563,8,70
MARA,Serengeti,Kebanchebanche,KOBOGWE,223,2,112
MARA,Serengeti,Kebanchebanche,MUSATI,405,8,51
MARA,Serengeti,Kebanchebanche,NYAIGABO,402,9,45
MARA,Serengeti,Kebanchebanche,SOGOTI,222,4,56
MARA,Serengeti,Ring’wani,KEMALAMBO,488,10,49
MARA,Serengeti,Ring’wani,KENYANA,298,9,33
MARA,Serengeti,Ring’wani,KENYANA B',354,3,118
MARA,Serengeti,Ring’wani,NYAMITITA,406,10,41
MARA,Serengeti,Ring’wani,NYANTARE,387,9,43
MARA,Serengeti,Magange,MAGANGE,482,6,80
MARA,Serengeti,Magange,MONINGORI,708,8,89
MARA,Serengeti,Magange,REMUNG'ORORI,651,8,81
MARA,Serengeti,Nyamoko,KICHONGO,502,13,39
MARA,Serengeti,Nyamoko,KWITETE,720,18,40
MARA,Serengeti,Nyamoko,MASANGURA,749,5,150
MARA,Serengeti,Nyambureti,GUSUHI,858,10,86
MARA,Serengeti,Nyambureti,KERUKEREGE,399,5,80
MARA,Serengeti,Nyambureti,MABURI,969,10,97
MARA,Serengeti,Nyambureti,MONUNA,795,9,88
MARA,Serengeti,Nyambureti,NYAMBURETI,576,7,82
MARA,Serengeti,Nyamatare,KEMUGONGO,395,8,49
MARA,Serengeti,Nyamatare,NYAMATARE,433,8,54
MARA,Serengeti,Nyamatare,RING'WANI,750,9,83
MARA,Serengeti,Mosongo,KENOKWE,491,7,70
MARA,Serengeti,Mosongo,MOSONGO,900,11,82
MARA,Serengeti,Mosongo,NYAMATOKE,417,8,52
MARA,Serengeti,Mosongo,NYISENSE,325,3,108
MARA,Serengeti,Kenyamonta,HEKWE,639,7,91
MARA,Serengeti,Kenyamonta,IRAMBA,728,14,52
MARA,Serengeti,Kenyamonta,KENYAMONTA,474,7,68
MARA,Serengeti,Kenyamonta,MAGATINI,376,8,47
MARA,Serengeti,Kenyamonta,MESAGA,657,7,94
MARA,Serengeti,Busawe,BUSAWE,557,10,56
MARA,Serengeti,Busawe,IKORONGO,735,10,74
MARA,Serengeti,Busawe,METEMWE,185,2,93
MARA,Serengeti,Majimoto,ISERESERE,682,10,68
MARA,Serengeti,Majimoto,MAJIMOTO,852,13,66
MARA,Serengeti,Majimoto,NYAMAKOBITI,800,9,89
MARA,Serengeti,Kisaka,BORENGA,779,12,65
MARA,Serengeti,Kisaka,KISAKA,810,8,101
MARA,Serengeti,Kisaka,NYANSURUMUNTI,553,9,61
MARA,Serengeti,Kisaka,NYIBOKO,1000,11,91
MARA,Serengeti,Sedeco,BISARARA,615,11,56
MARA,Serengeti,Sedeco,BONCHUGU,760,8,95
MARA,Serengeti,Sedeco,MBILIKIRI,392,5,78
MARA,Serengeti,Sedeco,NYAMBURI,758,8,95
MARA,Serengeti,Mbalibali,KITUNGURUMA,611,8,76
MARA,Serengeti,Mbalibali,KORERI,580,12,48
MARA,Serengeti,Mbalibali,MASEBE,466,3,155
MARA,Serengeti,Mbalibali,MBALIBALI,926,13,71
MARA,Serengeti,Mbalibali,TAMKERI,484,12,40
MARA,Serengeti,Machochwe,MABATINI,385,3,128
MARA,Serengeti,Machochwe,MACHOCHWE,734,10,73
MARA,Serengeti,Machochwe,MANYATA,616,8,77
MARA,Serengeti,Machochwe,NYAMAKENDO,879,11,80
MARA,Serengeti,Nyansurura,KITARUNGU,453,4,113
MARA,Serengeti,Nyansurura,MARASOMOCHE,460,8,58
MARA,Serengeti,Nyansurura,MATANKA,511,5,102
MARA,Serengeti,Nyansurura,MERENGA,1107,9,123
MARA,Serengeti,Nyansurura,NYAHENDE,398,6,66
MARA,Serengeti,Nyansurura,NYANSURURA,399,11,36
MARA,Serengeti,Nyansurura,MERENGA B,196,1,196
MARA,Serengeti,Manchira,BWITENGI,600,24,25
MARA,Serengeti,Manchira,MISEKE,468,13,36
MARA,Serengeti,Manchira,RWAMCHANGA,653,13,50
MARA,Serengeti,Manchira,ZAKIA MEGHJI,279,5,56
MARA,Serengeti,Mugumu,MAPINDUZI,1179,42,28
MARA,Serengeti,Mugumu,MAPINDUZI B',1408,38,37
MARA,Serengeti,Stendi kuu,KAMBARAGE,1612,33,49
MARA,Serengeti,Stendi kuu,MUGUMU,914,39,23
MARA,Serengeti,Stendi kuu,MUGUMU B',683,34,20
MARA,Serengeti,Geitasamo,ITUNUNU,330,17,19
MARA,Serengeti,Geitasamo,NYAMOKO,619,12,52
MARA,Serengeti,Matare,IGINA,438,16,27
MARA,Serengeti,Matare,MATARE,673,22,31
MARA,Serengeti,Kisangura,KEBOSONGO,721,11,66
MARA,Serengeti,Kisangura,KIBEYO,778,17,46
MARA,Serengeti,Kisangura,KISANGURA,694,19,37
MARA,Serengeti,Kisangura,TABORA B',435,12,36
MARA,Serengeti,Morotonga,MOROTONGA,687,22,31
MARA,Serengeti,Uwanja wa Ndege,BURUNGA,623,16,39
MARA,Serengeti,Uwanja wa Ndege,NGARAWANI,535,13,41
MARA,Serengeti,Uwanja wa Ndege,TUMAINI,366,6,61
MARA,Rorya,Bukura,BUBOMBI,704,15,47
MARA,Rorya,Bukura,BUKIRO,486,10,49
MARA,Rorya,Bukura,BWIRI,528,14,38
MARA,Rorya,Bukura,GIBENI,731,13,56
MARA,Rorya,Bukura,KIRONGWE,603,8,75
MARA,Rorya,Bukura,NYAMBORI,630,13,48
MARA,Rorya,Bukura,THABACHE,510,7,73
MARA,Rorya,Nyahongo,LOLWE,352,8,44
MARA,Rorya,Nyahongo,MANYANYI,949,11,86
MARA,Rorya,Nyahongo,MINIGO,586,9,65
MARA,Rorya,Nyahongo,NYAHONGO,483,7,69
MARA,Rorya,Nyahongo,RYAGATI,566,7,81
MARA,Rorya,Kinyenche,NYABIKONDO,699,6,117
MARA,Rorya,Kinyenche,OMOCHE 'A',753,19,40
MARA,Rorya,Kinyenche,OMOCHE 'B',559,7,80
MARA,Rorya,Tai,MAJENGO,621,8,78
MARA,Rorya,Tai,MASONGA,783,18,44
MARA,Rorya,Tai,NYAHERA,632,7,90
MARA,Rorya,Tai,NYAMAGONGO,586,9,65
MARA,Rorya,Tai,SOTA,732,15,49
MARA,Rorya,Nyamagaro,BUGENDI 'A',736,23,32
MARA,Rorya,Nyamagaro,BUGENDI 'B',808,8,101
MARA,Rorya,Nyamagaro,MUHARANGO,1085,18,60
MARA,Rorya,Kyangasaga,GABIMORI,690,15,46
MARA,Rorya,Kyangasaga,NYAMAGARO,589,12,49
MARA,Rorya,Kyangasaga,NYAMUGERE,805,15,54
MARA,Rorya,Kirogo,KINGIGORO,478,8,60
MARA,Rorya,Kirogo,KIROGO,815,8,102
MARA,Rorya,Kirogo,MUCHIROBI,382,6,64
MARA,Rorya,Kirogo,MWEGE,311,5,62
MARA,Rorya,Kirogo,RADIENYA,503,7,72
MARA,Rorya,Kigunga,BUKAMA,562,9,62
MARA,Rorya,Kigunga,LUANDAKISERU,633,8,79
MARA,Rorya,Kigunga,MASARA,551,11,50
MARA,Rorya,Kigunga,MASIKE,547,6,91
MARA,Rorya,Kigunga,RANDA,879,16,55
MARA,Rorya,Kigunga,SOKORABOLO,805,11,73
MARA,Rorya,Nyamtinga,BUSANGA,619,11,56
MARA,Rorya,Nyamtinga,MANILA,607,6,101
MARA,Rorya,Nyamtinga,NYAROMBO,683,14,49
MARA,Rorya,Nyamtinga,RWANG'ENYI,1060,21,50
MARA,Rorya,Nyamtinga,SIKO,485,11,44
MARA,Rorya,Komuge,IRIENYI,968,12,81
MARA,Rorya,Komuge,KOMUGE,963,10,96
MARA,Rorya,Komuge,KURUYA,727,13,56
MARA,Rorya,Komuge,KYAMWAME,412,10,41
MARA,Rorya,Komuge,MBATAMO,538,8,67
MARA,Rorya,Kisumwa,KISUMWA,568,18,32
MARA,Rorya,Kisumwa,KUKONA,569,7,81
MARA,Rorya,Kisumwa,KWIBUSE,405,10,41
MARA,Rorya,Kisumwa,MARASIBORA,459,11,42
MARA,Rorya,Kisumwa,NYANCHABAKENYE,829,19,44
MARA,Rorya,Kisumwa,NYANJAGE,363,11,33
MARA,Rorya,Kisumwa,TINGIRIME,254,7,36
MARA,Rorya,Kyang'ombe,KYARO,644,11,59
MARA,Rorya,Kyang'ombe,MUHUNDWE,542,11,49
MARA,Rorya,Kyang'ombe,NYIHARA,866,16,54
MARA,Rorya,Kyang'ombe,RUHU,721,17,42
MARA,Rorya,Baraki,BITIRYO,920,18,51
MARA,Rorya,Baraki,ERENGO,491,7,70
MARA,Rorya,Baraki,KYABAIBI,947,9,105
MARA,Rorya,Baraki,KYANYAMSANA,638,7,91
MARA,Rorya,Nyamunga,KIBUYI,804,16,50
MARA,Rorya,Nyamunga,KINESI 'A',874,15,58
MARA,Rorya,Nyamunga,KINESI 'B',1020,16,64
MARA,Rorya,Nyamunga,MKENGWA,1083,13,83
MARA,Rorya,Mirare,CHANGUGE,677,14,48
MARA,Rorya,Mirare,GIRANGO,747,10,75
MARA,Rorya,Mirare,INGRI CHINI,584,15,39
MARA,Rorya,Mirare,INGRI JUU,926,13,71
MARA,Rorya,Mirare,SUDI,494,10,49
MARA,Rorya,Bukwe,BUKWE,576,12,48
MARA,Rorya,Bukwe,KIBACHIRO,328,4,82
MARA,Rorya,Bukwe,KONGO,481,12,40
MARA,Rorya,Bukwe,KOTWO,425,11,39
MARA,Rorya,Bukwe,MIKA,718,12,60
MARA,Rorya,Bukwe,NYASORO,702,14,50
MARA,Rorya,Koryo,MANG'ORE,543,12,45
MARA,Rorya,Koryo,NYANDUGA,1072,24,45
MARA,Rorya,Koryo,UTEGI,913,23,40
MARA,Rorya,Ikoma,BUGIRE,696,9,77
MARA,Rorya,Ikoma,KOGAJA,522,10,52
MARA,Rorya,Ikoma,NYAMASANDA,631,12,53
MARA,Rorya,Goribe,NYAMUSI,392,6,65
MARA,Rorya,Goribe,PANYAKOO,654,13,50
MARA,Rorya,Goribe,RAYUDHI,382,16,24
MARA,Rorya,Goribe,TATWE,653,12,54
MARA,Rorya,Roche,MIGEKO,317,5,63
MARA,Rorya,Roche,NG'OPE,633,10,63
MARA,Rorya,Roche,OSIRI,547,13,42
MARA,Rorya,Roche,RATIA,305,11,28
MARA,Rorya,Roche,ROCHE,488,12,41
MARA,Rorya,Kitembe,CHARYA,551,10,55
MARA,Rorya,Kitembe,DAGOPA,395,9,44
MARA,Rorya,Kitembe,KITEMBE,515,8,64
MARA,Rorya,Kitembe,LUANDASIMBIRI,586,12,49
MARA,Rorya,Kitembe,NYAMBOGO,509,14,36
MARA,Rorya,Nyathorogo,MANYARA,564,14,40
MARA,Rorya,Nyathorogo,NYASOKO,408,8,51
MARA,Rorya,Nyathorogo,OMUGA,511,12,43
MARA,Rorya,Nyathorogo,SAYE,471,10,47
MARA,Rorya,Nyaburongo,CHERECHE,444,9,49
MARA,Rorya,Nyaburongo,MORI,412,5,82
MARA,Rorya,Nyaburongo,OBOLO,699,21,33
MARA,Rorya,Nyaburongo,OCHUNA,359,10,36
MARA,Rorya,Rabour,BUTURI,609,10,61
MARA,Rorya,Rabour,KAGECHA,196,6,33
MARA,Rorya,Rabour,KASINO,472,11,43
MARA,Rorya,Rabour,LIGERO,478,6,80
MARA,Rorya,Rabour,MARIWA,475,5,95
MARA,Rorya,Rabour,OLIYO 'A',389,10,39
MARA,Rorya,Rabour,OLIYO 'B',481,12,40
MARA,Rorya,Mkoma,MICHIRE,407,13,31
MARA,Rorya,Mkoma,MKOMA,672,15,45
MARA,Rorya,Mkoma,NGASARO,937,19,49
MARA,Rorya,Mkoma,OBWERE,988,31,32
MARA,Rorya,Mkoma,SHIRATI,520,18,29
MARA,Rorya,Raranya,KYARIKO,696,12,58
MARA,Rorya,Raranya,NYAMASIEKI,394,8,49
MARA,Rorya,Raranya,RARANYA,603,12,50
MARA,Tarime,Mwema,KOROTAMBE,687,21,33
MARA,Tarime,Mwema,KUBITERERE,628,8,79
MARA,Tarime,Mwema,KWIGENGE,708,12,59
MARA,Tarime,Mwema,MUUNGANO,517,8,65
MARA,Tarime,Mwema,WAKULIMA,331,6,55
MARA,Tarime,Susuni,KIKOMORI,561,7,80
MARA,Tarime,Susuni,KIONGERA,871,15,58
MARA,Tarime,Susuni,MATAMANKWE,597,11,54
MARA,Tarime,Susuni,NYABIRONGO,596,8,75
MARA,Tarime,Sirari,KERYOBA,1416,23,62
MARA,Tarime,Sirari,NYAIROMA,669,23,29
MARA,Tarime,Sirari,SIRARI,1175,24,49
MARA,Tarime,Regicheri,NG'ERENG'ERE,768,19,40
MARA,Tarime,Regicheri,REMAGWE,816,18,45
MARA,Tarime,Gwitiryo,GWITIRYO,782,22,36
MARA,Tarime,Gwitiryo,KITAGASEMBE,588,17,35
MARA,Tarime,Pemba,KYORUBA,703,12,59
MARA,Tarime,Pemba,NYABISAGA,884,14,63
MARA,Tarime,Pemba,PEMBA,764,14,55
MARA,Tarime,Pemba,SANG'ANGA,730,20,37
MARA,Tarime,Mbogi,BOREGA 'B',594,10,59
MARA,Tarime,Mbogi,KITAGUTITI,712,13,55
MARA,Tarime,Mbogi,NYABITOCHO,779,14,56
MARA,Tarime,Mbogi,NYAMAHEHEYA,572,10,57
MARA,Tarime,Bumera,KITENGA,574,11,52
MARA,Tarime,Bumera,KITERERE,271,12,23
MARA,Tarime,Bumera,KWISARARA,551,8,69
MARA,Tarime,Bumera,TAISI,202,3,67
MARA,Tarime,Bumera,TURUGETI,563,11,51
MARA,Tarime,Kiore,KEWAMAMBA,763,13,59
MARA,Tarime,Kiore,NKEREGE,1066,11,97
MARA,Tarime,Kiore,NYAGISYA,661,13,51
MARA,Tarime,Manga,ABAINANO,834,15,56
MARA,Tarime,Manga,BISARWI,624,12,52
MARA,Tarime,Manga,KEMBWI,546,9,61
MARA,Tarime,Komaswa,KOMASWA,526,17,31
MARA,Tarime,Komaswa,NYAMERAMBARO,472,11,43
MARA,Tarime,Komaswa,SOMBANYASOKO,422,13,32
MARA,Tarime,Komaswa,SURUBU,712,15,47
MARA,Tarime,Gorong'a,GIBASISI,536,5,107
MARA,Tarime,Gorong'a,KENYAMOSABI,650,13,50
MARA,Tarime,Gorong'a,KITAWASI,472,9,52
MARA,Tarime,Gorong'a,MASANGA,757,14,54
MARA,Tarime,Gorong'a,MASURURA,526,9,58
MARA,Tarime,Gorong'a,NYANTARE,431,7,62
MARA,Tarime,Kemambo,KERENDE,1096,16,69
MARA,Tarime,Kemambo,KEWANJA,1058,15,71
MARA,Tarime,Kemambo,MRITO,515,5,103
MARA,Tarime,Kemambo,NYABIGENA,978,13,75
MARA,Tarime,Kemambo,NYABUSARA,957,9,106
MARA,Tarime,Kemambo,NYAMONGO,963,13,74
MARA,Tarime,Matongo,KENYANGI,567,9,63
MARA,Tarime,Matongo,MATARE,1081,19,57
MARA,Tarime,Matongo,MATONGO,607,12,51
MARA,Tarime,Matongo,NYABICHUNE,1244,16,78
MARA,Tarime,Matongo,NYANGOTO,1178,21,56
MARA,Tarime,Nyamwaga,GWITARE,571,13,44
MARA,Tarime,Nyamwaga,KEISANGORA,947,30,32
MARA,Tarime,Nyamwaga,KIMUSI,826,19,43
